ninja: Entering directory `C:\Users\tanuj\OneDrive\Desktop\ether-vpn\openvpn\.cxx\Debug\3l54y586\arm64-v8a'
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:481:5: note: in instantiation of function template specialization 'asio::detail::initiate_post_with_executor<asio::io_context::basic_executor_type<std::allocator<void>, 0>>::operator()<const std::function<void ()>>' requested here
    ASIO_MOVE_CAST(Initiation)(initiation)(
    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/config.hpp:160:31: note: expanded from macro 'ASIO_MOVE_CAST'
# define ASIO_MOVE_CAST(type) static_cast<type&&>
                              ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:895:21: note: in instantiation of function template specialization 'asio::detail::completion_handler_async_result<std::function<void ()>, void ()>::initiate<asio::detail::initiate_post_with_executor<asio::io_context::basic_executor_type<std::allocator<void>, 0>>, const std::function<void ()>>' requested here
    Signatures...>::initiate(ASIO_MOVE_CAST(Initiation)(initiation),
                    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/impl/post.hpp:256:10: note: in instantiation of function template specialization 'asio::async_initiate<const std::function<void ()>, void (), asio::detail::initiate_post_with_executor<asio::io_context::basic_executor_type<std::allocator<void>, 0>>>' requested here
  return async_initiate<NullaryToken, void()>(
         ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/memory:717:28: note: 'allocator<void>' has been explicitly marked deprecated here
class _LIBCPP_TEMPLATE_VIS _LIBCPP_DEPRECATED_IN_CXX17 allocator<void>
                           ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/__config:1001:39: note: expanded from macro '_LIBCPP_DEPRECATED_IN_CXX17'
#  define _LIBCPP_DEPRECATED_IN_CXX17 _LIBCPP_DEPRECATED
                                      ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/__config:978:48: note: expanded from macro '_LIBCPP_DEPRECATED'
#    define _LIBCPP_DEPRECATED __attribute__ ((deprecated))
                                               ^
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/client/ovpncli.cpp:30:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/io/io.hpp:28:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio.hpp:18:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/append.hpp:72:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/impl/append.hpp:22:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/handler_alloc_helpers.hpp:21:
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/recycling_allocator.hpp:97:30: warning: 'allocator<void>' is deprecated [-Wdeprecated-declarations]
  static type get(const std::allocator<T>&) { return type(); }
                             ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/executor_function.hpp:78:5: note: in instantiation of template class 'asio::detail::get_recycling_allocator<std::allocator<void>, asio::detail::thread_info_base::executor_function_tag>' requested here
    ASIO_DEFINE_TAGGED_HANDLER_ALLOCATOR_PTR(
    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/handler_alloc_helpers.hpp:253:40: note: expanded from macro 'ASIO_DEFINE_TAGGED_HANDLER_ALLOCATOR_PTR'
      typedef typename ::asio::detail::get_recycling_allocator< \
                                       ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/executor_function.hpp:40:45: note: in instantiation of member function 'asio::detail::executor_function::impl<asio::detail::binder0<asio::detail::binder1<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), std::error_code>>, std::allocator<void>>::ptr::allocate' requested here
      detail::addressof(a), impl_type::ptr::allocate(a), 0 };
                                            ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/execution/any_executor.hpp:611:11: note: in instantiation of function template specialization 'asio::detail::executor_function::executor_function<asio::detail::binder0<asio::detail::binder1<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), std::error_code>>, std::allocator<void>>' requested here
          function(ASIO_MOVE_CAST(F)(f), std::allocator<void>()));
          ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/execution/execute.hpp:204:33: note: in instantiation of function template specialization 'asio::execution::detail::any_executor_base::execute<asio::detail::binder0<asio::detail::binder1<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), std::error_code>>>' requested here
    return ASIO_MOVE_CAST(T)(t).execute(ASIO_MOVE_CAST(F)(f));
                                ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:481:5: note: in instantiation of function template specialization 'asio::detail::initiate_post_with_executor<asio::any_io_executor>::operator()<asio::detail::binder1<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), std::error_code>>' requested here
    ASIO_MOVE_CAST(Initiation)(initiation)(
    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/config.hpp:160:31: note: expanded from macro 'ASIO_MOVE_CAST'
# define ASIO_MOVE_CAST(type) static_cast<type&&>
                              ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:895:21: note: in instantiation of function template specialization 'asio::detail::completion_handler_async_result<asio::detail::binder1<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), std::error_code>, void ()>::initiate<asio::detail::initiate_post_with_executor<asio::any_io_executor>, asio::detail::binder1<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), std::error_code>>' requested here
    Signatures...>::initiate(ASIO_MOVE_CAST(Initiation)(initiation),
                    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/impl/post.hpp:241:10: note: in instantiation of function template specialization 'asio::async_initiate<asio::detail::binder1<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), std::error_code>, void (), asio::detail::initiate_post_with_executor<asio::any_io_executor>>' requested here
  return async_initiate<NullaryToken, void()>(
         ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:481:5: note: in instantiation of function template specialization 'asio::basic_socket<asio::ip::udp>::initiate_async_connect::operator()<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40)>' requested here
    ASIO_MOVE_CAST(Initiation)(initiation)(
    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/config.hpp:160:31: note: expanded from macro 'ASIO_MOVE_CAST'
# define ASIO_MOVE_CAST(type) static_cast<type&&>
                              ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:895:21: note: in instantiation of function template specialization 'asio::detail::completion_handler_async_result<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), void (std::error_code)>::initiate<asio::basic_socket<asio::ip::udp>::initiate_async_connect, (lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), const asio::ip::basic_endpoint<asio::ip::udp> &, std::error_code &>' requested here
    Signatures...>::initiate(ASIO_MOVE_CAST(Initiation)(initiation),
                    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/basic_socket.hpp:988:12: note: in instantiation of function template specialization 'asio::async_initiate<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), void (std::error_code), asio::basic_socket<asio::ip::udp>::initiate_async_connect, const asio::ip::basic_endpoint<asio::ip::udp> &, std::error_code &>' requested here
    return async_initiate<ConnectToken, void (asio::error_code)>(
           ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/memory:717:28: note: 'allocator<void>' has been explicitly marked deprecated here
class _LIBCPP_TEMPLATE_VIS _LIBCPP_DEPRECATED_IN_CXX17 allocator<void>
                           ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/__config:1001:39: note: expanded from macro '_LIBCPP_DEPRECATED_IN_CXX17'
#  define _LIBCPP_DEPRECATED_IN_CXX17 _LIBCPP_DEPRECATED
                                      ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/__config:978:48: note: expanded from macro '_LIBCPP_DEPRECATED'
#    define _LIBCPP_DEPRECATED __attribute__ ((deprecated))
                                               ^
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/client/ovpncli.cpp:30:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/io/io.hpp:28:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio.hpp:18:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/append.hpp:72:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/impl/append.hpp:22:
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/handler_alloc_helpers.hpp:186:48: warning: 'allocator<void>' is deprecated [-Wdeprecated-declarations]
  static type get(Handler& handler, const std::allocator<T>&)
                                               ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/reactive_socket_connect_op.hpp:65:3: note: in instantiation of template class 'asio::detail::get_hook_allocator<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), std::allocator<void>>' requested here
  ASIO_DEFINE_HANDLER_PTR(reactive_socket_connect_op);
  ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/handler_alloc_helpers.hpp:209:40: note: expanded from macro 'ASIO_DEFINE_HANDLER_PTR'
      typedef typename ::asio::detail::get_hook_allocator< \
                                       ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/reactive_socket_service.hpp:605:16: note: in instantiation of member function 'asio::detail::reactive_socket_connect_op<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), asio::any_io_executor>::ptr::allocate' requested here
      op::ptr::allocate(handler), 0 };
               ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/basic_socket.hpp:1900:36: note: in instantiation of function template specialization 'asio::detail::reactive_socket_service<asio::ip::udp>::async_connect<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), asio::any_io_executor>' requested here
        self_->impl_.get_service().async_connect(
                                   ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:481:5: note: in instantiation of function template specialization 'asio::basic_socket<asio::ip::udp>::initiate_async_connect::operator()<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40)>' requested here
    ASIO_MOVE_CAST(Initiation)(initiation)(
    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/config.hpp:160:31: note: expanded from macro 'ASIO_MOVE_CAST'
# define ASIO_MOVE_CAST(type) static_cast<type&&>
                              ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:895:21: note: in instantiation of function template specialization 'asio::detail::completion_handler_async_result<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), void (std::error_code)>::initiate<asio::basic_socket<asio::ip::udp>::initiate_async_connect, (lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), const asio::ip::basic_endpoint<asio::ip::udp> &, std::error_code &>' requested here
    Signatures...>::initiate(ASIO_MOVE_CAST(Initiation)(initiation),
                    ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/basic_socket.hpp:988:12: note: in instantiation of function template specialization 'asio::async_initiate<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/client/udpcli.hpp:296:40), void (std::error_code), asio::basic_socket<asio::ip::udp>::initiate_async_connect, const asio::ip::basic_endpoint<asio::ip::udp> &, std::error_code &>' requested here
    return async_initiate<ConnectToken, void (asio::error_code)>(
           ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/memory:717:28: note: 'allocator<void>' has been explicitly marked deprecated here
class _LIBCPP_TEMPLATE_VIS _LIBCPP_DEPRECATED_IN_CXX17 allocator<void>
                           ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/__config:1001:39: note: expanded from macro '_LIBCPP_DEPRECATED_IN_CXX17'
#  define _LIBCPP_DEPRECATED_IN_CXX17 _LIBCPP_DEPRECATED
                                      ^
C:/Users/tanuj/AppData/Local/Android/Sdk/ndk/25.1.8937393/toolchains/llvm/prebuilt/windows-x86_64/sysroot/usr/include/c++/v1/__config:978:48: note: expanded from macro '_LIBCPP_DEPRECATED'
#    define _LIBCPP_DEPRECATED __attribute__ ((deprecated))
                                               ^
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/client/ovpncli.cpp:30:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/io/io.hpp:28:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio.hpp:18:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/append.hpp:72:
In file included from C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/impl/append.hpp:22:
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/handler_alloc_helpers.hpp:186:48: warning: 'allocator<void>' is deprecated [-Wdeprecated-declarations]
  static type get(Handler& handler, const std::allocator<T>&)
                                               ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/reactive_socket_recvfrom_op.hpp:102:3: note: in instantiation of template class 'asio::detail::get_hook_allocator<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/udplink.hpp:144:7), std::allocator<void>>' requested here
  ASIO_DEFINE_HANDLER_PTR(reactive_socket_recvfrom_op);
  ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/handler_alloc_helpers.hpp:209:40: note: expanded from macro 'ASIO_DEFINE_HANDLER_PTR'
      typedef typename ::asio::detail::get_hook_allocator< \
                                       ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/detail/reactive_socket_service.hpp:414:16: note: in instantiation of member function 'asio::detail::reactive_socket_recvfrom_op<asio::mutable_buffer, asio::ip::basic_endpoint<asio::ip::udp>, (lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/udplink.hpp:144:7), asio::any_io_executor>::ptr::allocate' requested here
      op::ptr::allocate(handler), 0 };
               ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/basic_datagram_socket.hpp:1382:34: note: in instantiation of function template specialization 'asio::detail::reactive_socket_service<asio::ip::udp>::async_receive_from<asio::mutable_buffer, (lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/udplink.hpp:144:7), asio::any_io_executor>' requested here
      self_->impl_.get_service().async_receive_from(
                                 ^
C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/asio/asio/include/asio/async_result.hpp:481:5: note: in instantiation of function template specialization 'asio::basic_datagram_socket<asio::ip::udp>::initiate_async_receive_from::operator()<(lambda at C:/Users/tanuj/OneDrive/Desktop/ether-vpn/openvpn/src/main/cpp/openvpn3/openvpn/transport/udplink.hpp:144:7), asio::mutable_buffer>' requested here
